label	text
0	"The article Eamon white has been speedily deleted from Wikipedia. This was done because the article seemed to be about a person, group of people, band, club, company, or web content, but it did not indicate how or why the subject is notable, that is, why an article about that subject should be included in Wikipedia. Under the criteria for speedy deletion, articles that do not assert notability may be deleted at any time. If you can indicate why the subject is really notable, you are free to re-create the article, making sure to cite any verifiable sources. 

 Please see the guidelines for what is generally accepted as notable, and for specific types of articles, you may want to check out our criteria for biographies, for web sites, for musicians, or for companies. Feel free to leave a note on my talk page if you have any questions about this."
0	""" 

 ::* Peter Gulutzan: Correct, it's not a policy violation to """"find sources"""". It is a policy violation to synthesize sources to form a conclusion that is not present in any of the sources. This thread is about your edit which synthesizes sources. This thread is not about any wider issue; only that edit. There's no shame in not being familiar with every line of Wikipedia policy. Would you please read WP:NOR? Re the admin, I previously explained to you that admins do not rule on content.  ~  """
0	btw, have a look at Image:Arknascar44_talkpage.png  does the big smilie obscure the toolbox and the text on your talkpage on purpose? imho it's a little bit annoying.
1	. thats andrew berrys mom... stupid whore
0	- per Kww. This should have pseudoscientific ideas in the phrasing. That might make it ok. It is better than some of the other ones we've had around here though.
0	"==The name of the lake== 
 The name of the lake is as far as I know Lake Geneva and not Lake Léman."
0	Boston is a CommutAir hub.
0	""" 
 {| style=""""background-color:#F9F9F9; border:1px solid #A00; padding:5px;"""" 
 |  
 | This IP address has been blocked because it is believed to be an open proxy or zombie computer. To prevent abuse, editing from these proxies is currently prohibited. For more information about open proxies and what you can do, please see the WikiProject on open proxies. 
 |} 
 """
0	"Thank you Niko, 

 I hope it's ok to continue in English, just in case someone else would like to join us. 

 I had a look at the link and located some more links. 
 , ,  

 The author of this book, Aristides Constantinides gives some statistics: 135.000 words of Greek origin in English language, representing 25% of the total. It should be interesting to buy this book. 

 There is something strange about Greek language though. More and more words of Greek origin enter the English vocabulary every day. Words like atomic, astronaut, photon, cloning, etc. mostly scientific, have came into use only the last 100 years or so. It's still a dynamic language, not a dead one."
0	too bad i had sex with your mom
0	"== Some text in the Qur'an section removed == 

 Someone, sometime, added some material to the opening para of the Qur'an section. Some of it was merely repeated facts given further along in the section (leading me to believe it might have been a newbie editor, editing before he'd finished reading the article) and one assertion, that currently 9 million Muslims have memorized the whole Qur'an in Arabic, strikes me as probably false and certainly unprovable. So I trimmed away. Nothing was added."
0	................................ oh yeah and they have small sagy boobies
0	""" 
 : But does that make it notable enough to be mentioned on wikipedia pages not directly related to the subject itself? I think it is best to restrict the """"famous people"""" heading to people who are notable enough to get their own page, otherwise everyone who had their five minutes of fame is going to want to be included.   """
0	"== Infobox Image == 
 What a rubbish and quality-less image that has replaced good enough pictures, I have reverted this pointless and useless change."
0	If you are going to add a distinguished graduate from Zamorano, please add the main contribution and source, thanks!
0	"== You jerkoff... == 

 ... twat."
0	"== ay == 

 poop ]"
0	""" 
 == Your submission at Articles for creation == 
  Thank you for submitting an article to Wikipedia. Your draft submission has been reviewed. However, the reviewer felt that a few things need to be fixed before it is accepted. Please take a look and respond if possible. You can find it at Wikipedia talk:Articles for creation/Rev Jones. If there is no response within seven days, the request may be declined. If this happens, please feel free to continue to work on the article. You can resubmit it (by adding the text {{subst:submitdraft}} to the top of the article) when you believe the concerns have been addressed. Thank you.  """
0	""" 

 * The phrase """"logical incentive"""" did not clearly communicate what you wanted to a novice reader. Perhaps it could be worded more clearly, in the Nash Equilibrium section. 

 * The cited source makes the point about bank runs happening even when the story is false. This point is worth mentioning separately, because it's counterintuitive to many people. Bank runs happening when the story is true could be mentioned separately, I suppose, but the way it was worded lost most of the force of explaining the counterintutive story. 

 * I still think this article should not contain handwaving references to """"mathematics"""". Stuff like that just looks to me like we're trying to tell the reader """"this stuff is too hard for your poor little brain to understand; you'll just have to trust us"""". 

 * """"If you read the paper"""". I assume you're talking about McAndrews & Roberds 1999 here? If so, I don't see why we need to emphasize that paper so much. That paper is not about bank runs. It's already overemphasized in this article, and should not be emphasized more. This article should not be a general discussion about banking, honest trade, the virtues of the banking system, etc., etc. It should be about bank runs, with only brief mentions of the other stuff (though those brief mentions are important; see below). 

 * Diamond 2007 says """"Bank runs disrupt production because they force banks to call in loans early. This forces the borrowers to disrupt their production."""" This supports the claim in the text that calling in loans is something can banks do in response to bank runs or the threat of bank runs, and that this in turn disrupts the wider economy. 

 * Diamond 2007 says """"the sudden withdrawals can force the bank to liquidate many of its assets at a loss and to fail."""" This supports """"forcing the bank to liquidate its assets at a loss, and eventually to fail""""; it does not support """"liquidated far less quickly"""". We have to stick with claims that supported by the cited sources. 

 * The article is not claiming that the bank would liquidate """"all its assets"""", only some of them. It is following what Diamond 2007 says on this subject. I suppose we should change """"liquidate its assets"""" to """"liquidate many of its assets""""; I've done that. 

 * How about if we change it to """"""""the bank itself may run short of liquidity""""? 

 * I agree that we don't want to go into detail about money creation and so forth, but it's still useful to briefly mention that the economy is helped by having banks that can spread the risk of making loans. This is related to the notion of unpredictability, as the idea of sharing risk is a key notion of the D&D; model. 

 * I disagree that Bank run should avoid all mention of unpredictability. The ordinary reader won't understand the relationship between unpredictability and liquidity. Unpredictability, and the desire to avoid it, is an important reason why bank runs occur. The Diamond paper focuses on this, and is right to do so; we shouldn't second-guess the source. 

   """
0	"""No - this is quite serious, in spite of it's (regrettable) racial connotations. This is quite common terminology in the South East of England and London. """"Nigga"""" refers to the blackness of the cloves (smoked in similar style to the Indonisian Kretec), whereas """"cracka"""", or """"cracker"""" (a racial term used against Caucasians) refers to a J devoid of """"blackness"""" (ie, cloves). Niggas tend to smoke slower and have more flavour, whereas crackas smoke faster and are more intense (in my inexpert opinion....). 

 """
0	"==Kiev Offensive== 

 I understand your frustration. Anyway, maybe a short break and returning to the articles afresh in a couple of days is a good idea. In the meantime, what do you think of my suggestion of writing more articles about the battles/events of the 1920 campaign that would add more balanced view ? As I tried to explain, the articles written by Polish editors are based mostly on Polish historiography, therefore their selection may be intrinsically biased."
0	"You apparently fail to understand WP:NOR rules.  In this talk page you raised a strawman argument of uncertainty in dates and areal densities for which I have found reliable sources as to RAMAC areal density and dates and as to the 2006 state-of-the-art areal density and dates.  I then performed a routine calculation for both the nominal CAGR and the worst case (lowest) CAGR which is always allowed on talk pages and can be used in an article with consent.  You have routinely performed such calculations and posted them to articles without obtaining consent so I don't think you can now object to the calculation per se, either here or in the article.  These calculations show that in the worst case the 1956-2006 AD CAGR exceeds 41.4%, one of the several and most common expressions of Moore's Law. I could do similar calculations for any year from 2004 to at least 2009, starting in 1956 or 1958,  Nothing you have said rebuts or in any way contradicts this. 
 ::::If you have nothing new to say, perhaps it is time to let some other editors in?"
0	"== Usercategorization == 

 You were listed on the Wikipedia:Wikipedians/Korea page as living in or being associated with Korea. As part of the Wikipedia:User categorisation project, these lists are being replaced with user categories. If you would like to add yourself to the category that is replacing the page, please visit Category:Wikipedians in Korea for instructions."
0	"""Thank you for experimenting with  Wikipedia. Your test worked, and it has been reverted or removed. Please use the sandbox for any other tests you may want to do. Take a look at the welcome page to learn more about contributing to our encyclopedia. (  | contrib) """
0	:: Because it is almost always better to use a scholarly secondary source than a primary source for something like this.
0	"== Picture == 

 There's got to be a sweet pic of some artillery out there.  In fact, I have some military frieds - what would be the processes of including a picture they might have taken in Iraq?"
1	""" 
 **(< Unindent) Heh... If I look up """"asshole"""", I expect to see an asshole. If I look up """"autofellatio,"""" I expect to see something right next to an asshole.  The point of my previous post was that I don't find the comparison to """"necrophilia"""", for example, credible, because I've been around here, and I've seen a lot, and I just don't buy that there's going to be an issue over a corpse-fucking video. I don't buy it! Not in this world. Maybe after 2012. Maybe after the lobster-aliens take over. I dunno. It seems to me to be a strained comparison, because I've seen nothing in reality that makes me believe in it. Not on the Abortion page; not anywhere. - """
0	REDIRECT Talk:The Frozen Borderline - 1968–1970
0	""" 

 == update == 
 Maria Löw passed away on March 14, 2012  (newspaper article of March 17, 2012 says """"afternoon of last Wednesday""""). Why is Friedrich Wedeking not on the list of German supercentenarians?  """
0	""" 

 == Review section should be split between contemporary, and reflective. == 

 Most of the James Bond articles have both sections for reviews, to show which came from the time, and which came after the theatrical run of the film. Most of the reviews of Bond's films haven't changed over time, but Moonraker's have, since most of the reviews from the time considered it either the second best, or even best Bond film, and most of the reflective reviews consider the film somewhat outlandish due to the ideas in the plot. """
0	EDIT: Apparently it was declined tho. The best we could do is report 68 again.
0	"== Wikilinks == 

 I just checked back at this article, and was disappointed to find that someone has removed all the Wikilinks. This is a backward step."
1	A moron and leftist
0	"== ਵੇ ਸਾਰੇ  ਸੁਣੋ.........  ੲਹ  ਰਾਧਾ ਸਵਾਮੀ ਜੇ == 

 ਤੂੰ ਸਿਖ ਨਹੀ, ਗੂਰੂ ਤੋ ਬੇ-ਮੁਖ ਹੈ !  ਅੰਨਦ ਸਾਹਿਬ ਪੜ, ਪਤਾ ਲੱਗਜੂ !"
1	:You guys suck. You have no fucking clue what you're talking about you stuck up, prentious pricks. I am going to fuck your mothers in front of you, rip your balls of and wear them as earings. HOW ABOUT DEM APPLES YOU FUCKING DOUCHEBAGS!
0	""" 

 == Who named it Gruel? == 

 The worm appears to call itself or its author """"killerguate"""". Why then is it called """"gruel""""? Why not killerguate?   """
0	Hi there ! Allow me to wish you a warm welcome to Wikipedia! I hope you like the place and decide to stay. If you're so inclined, please drop us a note at so we can meet you and help you get you started as a wikipedian. If you need editing help, visit Wikipedia:How to edit a page, or drop me a line. For any formating questions, feel free to visit our manual of style. Should you wish to personalize your userspace, you may also wish to contact the good people at wikiproject userboxes, for a bit of colorful decoration. If you have any other questions about the project then check out Wikipedia:Help or add a question to the Village pump.
0	Welcome to Wikipedia! We could really use your help to create new content, but your recent additions (such as Andyjohnism) are considered nonsense. Please refrain from creating nonsense articles. If you want to test things out, edit the sandbox instead. Take a look at the welcome page if you would like to learn more about contributing to our encyclopedia.    |
0	::The page is not available for editing because other user accounts repeatedly recreated the article with what was blatantly an advertisement for the company. If possible, I would like you to post your work first to a subpage of your user page so that we can check that it is not the same, or similar text that was repeatedly deleted. If the content is the same or similar, and if it continues to assert no notability, is not written from a Neutral Point of View, and does not cite reliable sources, then it cannot be posted. Cheers,
0	"'s 
                           Page 

  

  
 WELCOME to a party or some fun or or a"
0	:Also these island have been called British by other people e.g. the romans.There were not called british by the people that count i.e. the irish.so this point is a poorly made point.we are green we are white we are f***ing dynamite.
0	wow I feel like an idiot, anyway thanks
1	== FUCK WIKIPEDIA, FUCK IT HARD FUCK IT GOOD ==
0	"== exuse me == 

 i was not attacking someones page i was merely makeing it better. done bye hope you die"
0	"== June 2009 == 
  You currently appear to be engaged in an edit war according to the reverts you have made on Ian Stevenson‎. Note that the three-revert rule prohibits making more than three reversions on a single page within a 24 hour period. Additionally, users who perform a large number of reversions in content disputes may be blocked for edit warring, even if they do not technically violate the three-revert rule. If you continue, you may be blocked from editing. Please do not repeatedly revert edits, but use the talk page to work towards wording and content that gains a consensus among editors. If necessary, pursue dispute resolution.  Thanks"
0	""" 
 ::But the delete vote was delete and not merge. If you think that a consensus to merge was intended, you should have relisted it and included a relister's note stating so. With a mixed consensus like that, relisting seems like a good move, anyway. The merge does seem to make sense, but it was in no way the consensus. I'll merge it.   """
0	, while wasting Wikipedia and the reader's bandwith
0	: Lol, you make me laugh even more. Get over it? The same applies to you 10x more. (  )
1	"eat shit  

 phair  .jpg"
0	::Sounds like you two are the ones wasting your time.
0	""" 
 :::::::::::::::On the strength of access to the diaries, I'm happy that she can fairly be described as lesbian (as opposed to """"probably a lesbian"""").  The chaste aspect, therefore, is not relevant to this article (it is to hers though, where it really should mention that she was chaste until about 1980).  My only niggling concern is the phrasing in the interview (""""from about 1980"""", rather than """"from 1980""""; it seems to me likely that a biographer would remember such a salacious date with a fair degree of accuracy).  Not a big deal though, so I'd recommend effectively the same text as Roscelese initially supported, with the interview cited (and Sauvat, if the editor adding personally sees it): 
 :::::::::::::::Jeanine Deckers (d. 1985) was known as The Singing Nun or Sœur Sourire.  She was a Belgian singer-songwriter and was at one time a member of the Dominican Order. After leaving the order, she began a lesbian relationship with Annie Pécher.    """
0	"""Welcome! 

 Hello, , and welcome to Wikipedia! Thank you for . I hope you like the place and decide to stay. Here are some pages that you might find helpful: 
 *The five pillars of Wikipedia 
 *Tutorial 
 *How to edit a page 
 *How to write a great article 
 *Manual of Style 
 I hope you enjoy editing here and being a Wikipedian! Please sign your messages on discussion pages using four tildes (~~~~); this will automatically insert your username and the date. If you need help, check out Wikipedia:Questions, ask me on , or ask your question on this page and then place {{helpme}} before the question. Again, welcome!   """
0	""" 

 == per cscwem == 

 Hi, Moe. I'm particularly sensitive about people asking me about the reasons for my votes. So I won't be offended if you are, or decline to answer (heck, I walk that line frequently). It is my hope, though, that our past history will put aside the notion that I'm grilling you over the coals. I found your vote opposing CSCWEM today. I was wondering if you could explain to me what I've missed. I personally voted against him for administratorship, on the basis that he simply did not need it to continue the work he was doing. He still doesn't. And frankly, I oppose most RFAs. In this case, though, I've interacted with him a lot and find him to be (I hate to use the term) a real """"standup kind of guy."""" If you'd deign to explain to me, I'd be most grateful. Thanks, Alex. ... : """
0	""" 
 :Most of the content is OK, but there have been a couple of uncited things added about Operation Chough:  
 *""""The next day BBC television invited the Cornish stannators to participate in an evening discussion programme regarding the case, which was accepted, but later the BBC withdrew the offer"""" How do we know this? 
 *""""it has been suggested that this is one of the reasons why the case was cancelled"""" by whom?  
 * """"the case was regarded as a huge success by the Cornish Stannary"""" how do we know?   
 :The article relies way too much on the organisation's website for references rather than other sources. There are no less than five links to the organisation's own website as references, which seem to have been added to the CSP website recently and may fall foul of WP:COI or WP:V. Probably a good idea to edit down """"other actions"""" into """"other claims"""" which contains the proviso The organisation's website claims that... and people can follow the extlink for the CSP site. If we can find independent references we can add them. 

 :The racial basis of the elections is interesting, but ill defined: I'm not sure what having an ancestor of """"direct indigenous Cornish descent"""" means. How many generations back? I note there is a """"Cornish Citizen's Association"""" presumably open to other races. Oddly, no election results or membership (ie names of stannators) of the CSP are published on their site, which is odd, and the method of election is only obliquely referred to, so its hard to know the significance, or how they square with equality legislation. 

 :There does seem to have been some debate on about the electoral system at http://www.cornwall24.co.uk/, but it's gone now. non-citable anyway. The CSP were deccribed on 25 January last in the Lords as """"not exactly a democratic organisation"""".  

 :Incidentally the group does not figure in the media between 1991 and 1999: is the present CSP a revived revived CSP? 

 :I'm also looking for a decent reference for January 26 decision regarding their challenge to the UK implementation of the Framework Convention for the Protection of National Minorities. It appears in some uncitable bulletin boards, and was apparently dismissed, but a solid reference is needed.  
 

 ==14 May 1977== 
 Where did the 14th May 1977 date come from? I believe that it originally had something to do with Daffydd Wigley asking a question in the Commons, and I conducted a search through Hansrad and the contemporary media and found no trace. It's not from the Cornwall County Council site cited. We need a good citation: the Cornwall CC timeline page was compiled by the Cornish Studies Library, Redruth. maybe they know? 

 I took out a para yesterday, and it is back today: As it appears verbatim in another article, and I do not want to get into an edit war, I would suggest that it be edited down to something like:  

 """"The historic Cornish Stannary Parliament last sat in 1753: the revived group claims that as the 1508 charter of pardon establishing it has not been repealed the Stannary Parliament, whilst not in session, continued in existence."""" 

  """
0	:::::Do you mean the project page or the project itself? I've hardly ever read the project page, just as I hardly ever read the WP main page. The project talk page still seems fairly active. °
0	yhthhfgyygjgtff ftfuyguyftf yuygyj ftfth tftyd chgvgtt uygyg
0	::::::The discussion that I recall is here, although I have a vague memory that there have been previous discussions which had the same outcome. -
0	:  That looks like a copy of the existing article.  What specifically do you want changed?
0	"== RE: Thank you == 

 No problem.  I make it a habit to follow that bot around, specifically saving logos from deletion. -"
0	"""  	 —The preceding unsigned comment was added by   •  . 

 : The majority does not. What this article states is that in the 1999-2000 census, only 36 percent of the population is OBC. And in that is a category called """"Muslim"""" - Muslims may have their poor, but not all muslims are, and many are filthy rich. Why give them reservation at all? There's no reason for it to be caste or birth based. And frankly, if we're going to distribute jobs by population then we might as well turn communist, because merit doesn't play a role anymore.  """
0	"=== For Admin twats or wannabe admin twats === 

 Yeah.  

 This block has been set to expire: 19:20, 19 July 2008.  

 It's now 19:53 19th July 2008 - any chances of getting off your fucking arses and sorting it out? 

 Cunts."
0	:I don't understand why you broke it out: the US-centric article seemed to me to be without context, as it was merely a list of incidents, and it seemed odd to have the main article be lacking in the descriptions of the incidents in the area where they happen most.  I don't understand the purpose of breaking it out, could you explain?
0	""" 

 ==Sales certification/ number of albums sold== 
 I've added the number of sales as been given on her official myspace, as well as converting the times platinum to the latest certification levels in Greece (12,000 = platinum, as of 09/2009). If there is something wrong with this approach, then by all means, improve it. I do, however, feel strongly about using the same certification level for all Greek albums, for otherwise it doesn't make any sense at all anymore. I already changed the numbers/figures for the other two most succesfull cds of this decade (""""Gia"""" by Despina Vandi, and """"Kravgi"""" by Anna Vissi), so if something is wrong, please adapt the other articles as well.   """
0	"== Article is pretty good == 
 I've read the article now, and made some minor changes (mostly improvements). It's a lot better than I expected from the level of arguments going on. There is still some repetition eg Unimodal in history section and later on in Proposals section. And I think the introduction is a bit heavy - just because the article is big doesn't mean the introduction has to be. Of course, deciding what to prune is another matter."
0	::::Perhaps you are confusing the term orbit, which is the actual trajectory a spacecraft is in with its osculating orbit, which is the instantaneous Keplerian approximation to that orbit.
0	""" 

 We congratulate Iryna Harpy of political execution order! """"History"""" will not forget you, Iryna Harpy!"""
0	"""Stop ranting and start drafting.Put your money where your mouth is if you're so """"firm"""" in your believe.   

 """
0	: The degree from MAUP is an honorary one, NOT for any scholastic achievement but for the rascist and antisemitic writings. MAUP has no academic standing, and is barely accredited.
0	""" 

 For the purposes of this article, I guess we can define a """"nettop"""" as a personal computer with a small form factor, no built-in monitor, and an average power consumption less than x watts. But what reliable source sets x? Should we just estimate based on the lower quartile of desktop PCs?   |  """
0	""" 

 ::::Every RS quoted says Spanish troops participated, which is why they're already listed in the info box as """"Belligerents"""" on the Wiki page for the Battle of Pensacola (1814). We're also talking about Spanish West Florida, not just """"Spain"""".  Spain was torn by a major domestic war and its colonies were mostly on their own. That doesn't mean the various provinces ceased to be actors on the world stage.   """
0	Bold text CHRIS BROWN IS SEXY
0	I have blanked this page because it is extremely uninformative, over 50% of the article was mindless vandalism and the formatting was terrible.
